over,short_text,long_text
6.2,"Stoinis to Uthappa, 1 run","fuller on middle and leg, flicked to deep square leg"
6.1,"Stoinis to Uthappa, no run","good length on off, gentle pace, clipped to midwicket"
5.6,"Siraj to Rana, FOUR runs","too full in the slot, and he carves it over cover to find the boundary"
5.5,"Siraj to Rana, no run",and another leave! Does Rana know the asking rate is above 10? He lets it go through outside off again
5.4,"Siraj to Rana, no run","and this one is closer to off-stump, Rana wants to steer it fine, ends up missing it"
5.3,"Siraj to Rana, no run",angled across again and Rana lets it go through again! They can't afford too many of those
5.2,"Siraj to Rana, no run",angled across him and Rana is happy to watch it go through
5.1,"Siraj to Rana, no run","good length, steered to gully"
4.6,"Steyn to Gill, OUT","Kohli almost clangs it but holds on at the second attempt Gill hasn't looked comfortable during his stay, this is a yorker length ball outside off, he wants to drive it through the offside, but ends up toe-ending it. Flies towards mid-off, and it looks like it might be going over Kohli, but he sticks out a hand over his head and grabs the ball. Not cleanly and it bounces out, but he does well with great presence of mind to hold on to it near his waist"
4.5,"Steyn to Gill, no run","doesn't give him room this time, straighter on the stumps, patted back to the bowler"
4.4,"Steyn to Gill, FOUR runs","length ball outside off and swatted past extra cover. Not exactly where he wanted to send it. He was aiming for midwicket, but was late on it, still managed to get a chunky meat of the bat behind it and the ball goes to the boundary"
4.3,"Steyn to Uthappa, 1 run","pacy one, shaping away a bit outside off, Uthappa comes on the front foot to defend, the ball takes a thick inside edge to square leg"
4.2,"Steyn to Gill, 3 runs","good length on the stumps, he moves across and clips it to deep square leg. Great timing on that, and it's racing away, but Chahal sprints after it and slides and saves the boundary, pulling the ball in just before the fence"
4.1,"Steyn to Gill, no run","full ball outside off, driven gently to mid-off"
3.6,"Saini to Gill, 1 run","slashed hard, the outside edge flies at one bounce to third man"
3.5,"Saini to Narine, OUT","and Narine's iffy stay ends with a short ball. Saini dug this in short, got it to rise up to his face. Narine with his front leg cleared, wanted to swat it towards midwicket, but he's too late on the ball and has taken his eyes off it too. Gets a top edge that loops up and settles into Parthiv's gloves"
3.4,"Saini to Narine, no run",slower ball to Narine again outside off. he's got a one-track strategy of clearing front leg and going hard - either legside or offside. Ball beats bat that time
3.3,"Saini to Gill, 1 run","mis-field by Kohli at mid-off allows one. Full outside off, driven to mid-off, Kohli fumbles"
3.2,"Saini to Gill, no run","beauty. Pacy and in the channel, beats his outside edge. Gill was feeling for it, looking to punch"
3.1,"Saini to Gill, no run","full outside off, driven from the crease but he can't beat extra cover"
2.6,"Steyn to Narine, no run","good comeback with a slower ball, length outside off. Narine wants to go hard again but too early and doesn't connect"
2.5,"Steyn to Narine, FOUR runs","slashed for four at third man, but he wasn't in control entirely. Back of a length outside off and Narine clears the front leg again has a go at it, wasn't too far from third man but hit hard enough that he had no chance - either at catching or stopping it"
2.4,"Steyn to Narine, FOUR runs","nails this one. Was expecting the short one and set himself up for it, Steyn's line was too straight, giving Narine more time to go back and connect with the pull"
2.3,"Steyn to Narine, no run",action replay of the previous ball. Back of a length angling across. Narine makes contact with only air while clearing his front leg to go hard at the ball
2.2,"Steyn to Narine, no run","and immediately Steyn shortens his length a bit. The back of length ball that is bouncing a bit has had Narine in trouble. He's stepped away to swing through extra cover again, but the ball beats bat"
2.1,"Steyn to Narine, FOUR runs","Narine connects well on this one. Follows his strategy of giving himself room and this one is a bit fuller, so he's able to punch it powerfully through cover"
1.6,"Saini to Gill, no run","back of a length outside off, Gill wants to pull but ends up mis-timing to mid-on"
1.5,"Saini to Gill, no run","back of a length outside off again, Gill - everyone who wanted him at 3 must be pleased - rises up on his toes to pat it down"
1.4,"Saini to Narine, 1 run","backing away again to give himself room and pull through the legside, but Saini follows him and Narine ends up mis-timing his pull to midwicket"
1.3,"Saini to Narine, no run","another swing and a miss. Good length again by Saina going across. Narine was stepping away to swing for the fences, misses"
1.2,"Saini to Narine, no run",shortens his length and uses his pace to get it to bounce at an uncomfortable height. Narine wants to slash but the ball bounces well above his bat
1.1,"Saini to Narine, FOUR runs","stand and deliver. Narine steps away, clears his front leg and flat-bats it powerfully straight past the bowler"
0.6,"Steyn to Lynn, OUT","Steyn has got his man this time. That seemed to come slower off the pitch, though not sure if it was a slower ball by Steyn. Lynn pushed at it too early, and pops a simple catch to mid-off. Steyn is pumped, and the comeback does have a wicket in his first over, even if a wicket off the first ball was missed"
0.5,"Steyn to Narine, 1 run","good length on the stumps, pushed to cover and they set off for a quick single. Narine has to hurry but makes it"
0.4,"Steyn to Narine, no run","angled across, well wide of the stumps but inside the tramlines. 143 kph, left alone by Narine"
0.3,"Steyn to Narine, 4 leg byes","pacy ball on the pads and Narine tickles it very fine. No fielder there, so boundary. That came off the pad actually, so it's leg-byes"
0.2,"Steyn to Narine, no run",oooh now past the left-hander's outside edge. Length ball in the channel and Narine is feeling for it
0.1,"Steyn to Lynn, 1 run",dropped by Stoinis at first slip Perfect outswinger - was Steyn ever away? (and why was he away) - and Stoinis clangs it. Flew to his right at catchable height. Steyn has a smile. Would have been the perfect comeback. Lynn had pushed at it with static feet
19.6,"Gurney to Kohli, OUT","length, and he has flicked this towards deep midwicket, where Shubman Gill comepletes the catch"
19.5,"Gurney to Kohli, FOUR runs","full toss, and he has flicked this away towards long leg. Kuldeep makes a hash of the attempted stop, and Kohli leaps in the air and takes off his helmet. Arms aloft the king is back on top of his game! He's got there in just 57 balls, and yet it hasn't been his most fluent IPL century ever, surely?"
19.4,"Gurney to Stoinis, 1 run","length, and he lofts this towards wide long off. They go for just one run. Kohli wants that century of his"
19.3,"Gurney to Stoinis, SIX runs","length, and he has picked this up, and deposited it some 12 rows back over long on!"
19.2,"Gurney to Stoinis, FOUR runs","short ball, and he swings this around to long leg, where Kuldeep Yadav makes a mess of his attempt to stop it! Overran the ball, as it spun away to his right"
19.1,"Gurney to Kohli, 1 run","full ball, outside off, and he drives this to extra cover. Won't get two that he desperately wants"
18.6,"Prasidh to Stoinis, FOUR runs","full, outisde off, and he drives this towards long off. Russell gets to it, but cannot stop it"
18.5,"Prasidh to Kohli, 1 run","full ball, on off stump, and he slaps this down towards deep midwicket"
18.4,"Prasidh to Kohli, 2 runs","short, and he whips this towards deep midwicket, and will pick up two. Takes him to 92"
18.3,"Prasidh to Kohli, FOUR runs","outside off, and an extra cover drive, on bent knee. Ah, classic Kohli!"
18.2,"Prasidh to Kohli, SIX runs","short, and he has got a hold of this. Just lofts this, stand-and-deliver, over long on. Proper slog for these death overs!"
18.1,"Prasidh to Kohli, 2 runs","short, outisde off, and he drags this towards deep midwicket. They have run hard, and made it, as the ball was thrown at the striker's end"
17.6,"Narine to Stoinis, no run","length, turns into him, tucks him up for room, and Stoinis fails to get any ball on an attempted dab towards midwicket"
17.6,"Narine to Stoinis, 1 wide","length, turns away after pitching on leg, and he will have to bowl this again"
17.5,"Narine to Stoinis, no run","length, outside off, and he cuts this to point. Too fast for them to get any runs"
17.4,"Narine to Kohli, 1 run","length, outside off, and he goes back and cuts this towards deep extra cover"
17.3,"Narine to Kohli, SIX runs","short, and he has lofted this off the back foot towards wide long on. Terrific bit of timing there!"
17.2,"Narine to Stoinis, 1 run","length, comes back into him, and he punches this towards long on"
17.1,"Narine to Kohli, 1 run","short ball, and he biffs this towards deep midwicket"
16.6,"Gurney to Kohli, 1 run","full ball, outside off, and he squeezes this away towards point"
16.5,"Gurney to Kohli, SIX runs","length, and he smacks this straight back past Gurney. Doesn't bother keeping this down, and it's a pretty big six!"
16.4,"Gurney to Kohli, FOUR runs","angles across him, and he crunches a square drive past point. Terrific shot, as Gurney had reverted to over the wicket for that ball"
16.3,"Gurney to Kohli, 2 runs","short ball, outside off, and he hits it hard towards extra cover. Calls for two, and gets it in the end"
