over,short_text,long_text
7.4,"Gopal to Rohit Sharma, SIX runs","launched over deep midwicket. Dropped short, a googly, but outside off. Sits up nicely and the lofted pull rarely fails off this particular bat"
7.3,"Gopal to Yadav, 1 run","good length and into the pads, punched to deep midwicket off the back foot"
7.2,"Gopal to Yadav, no run","front-of-the-hand again, and this time an offcutter. Tapped down the pitch"
7.1,"Gopal to Yadav, FOUR runs","lofted over extra cover. Peak SKY. Full and front-of-the hand this, like a legcutter. Gives it a nice skid onto SKY who lifts it inside-out"
6.6,"Kartik Tyagi to Yadav, 1 run","short and wide outside off, slapped on the up to sweeper cover"
6.6,"Kartik Tyagi to Yadav, 1 wide","short and down leg side, beaten on the attempted glance"
6.5,"Kartik Tyagi to Rohit Sharma, 1 run","short of a length just outside off, opens the face and guides to third man"
6.5,"Kartik Tyagi to Rohit Sharma, 1 wide","good bouncer, but a bit too high says leg umpire. That was directed right at the head"
6.4,"Kartik Tyagi to Yadav, 1 bye","short and just outside off, pulls above it and is beaten. It lands short of Buttler and deflects towards fine leg"
6.3,"Kartik Tyagi to Yadav, no run","short and wide outside off, cut firmly to backward point on the bounce. Fumbles it but recovers quickly enough to stop the single"
6.2,"Kartik Tyagi to Rohit Sharma, 1 run","short and wide outside off, sliced to third man"
6.1,"Kartik Tyagi to Rohit Sharma, 2 runs",mistimed pull over midwicket. Short and getting big once again off the pitch. About 137kph. Rohit drags it from outside off
5.6,"Tom Curran to Yadav, no run","good length on middle stump, flicked into the leg side"
5.6,"Tom Curran to Yadav, 1 wide",good length and down leg side as he looks to flick that
5.5,"Tom Curran to Yadav, FOUR runs","oh nicely adjusted. Full and into leg stump. Looks like he was into that a bit early, but he continued to offer the full face and then used his wrists to place that perfectly to short midwicket's left"
5.4,"Tom Curran to Yadav, no run","full and just outside off, driven off the inside half of the bat to short midwicket"
5.3,"Tom Curran to Rohit Sharma, 1 leg bye",appeal for lbw turned down. Good length ball hitting his in front of middle and leg as he shuffles for the flick. Probably missing leg stump with the angle
5.2,"Tom Curran to Rohit Sharma, no run","leading edge as he looks to flick this from middle stump. Third time I'm seeing that this evening, second time from Rohit. Closed the face too soon"
5.1,"Tom Curran to Yadav, 1 run",good length and in the corridor. Opens the face and runs it to third man
4.6,"Kartik Tyagi to Yadav, 1 run","short of a good length, just outside off at 135.7kph. Opens the face to steer this to third man"
4.5,"Kartik Tyagi to de Kock, OUT","a wicket on debut! Short ball gets too steep for QDK. It's at middle stump and angled across him. He's backing into the leg side trying to hook this, but slices it up for Buttler to take to his right"
4.4,"Kartik Tyagi to Rohit Sharma, 1 run","diving stop by Rajpoot to his left at short third. 141kph, good length and in the corridor. Rohit leans back for the late cut"
4.3,"Kartik Tyagi to Rohit Sharma, SIX runs",picked up over square leg. A full toss at middle stump. Looks like that slipped out. Rohit has the front leg in the air as he hurriedly puts this away. 141kph
4.2,"Kartik Tyagi to Rohit Sharma, no run","wide of the crease, just short of a good length and angled into Rohit at 135kph. Looks to punch through the covers, gets an inside edge to short fine"
4.1,"Kartik Tyagi to de Kock, 1 run","good length and just outside off at 133kph, nicely forward to defend into the covers"
3.6,"Archer to de Kock, 1 run","short of a length at the hips, whipped with the angle to fine leg"
3.5,"Archer to de Kock, no run","yorker and jut outside off, beaten on the attempted chop"
3.4,"Archer to de Kock, SIX runs","dragged over square leg! This is all hand and eye. Woof. Good length at middle stump, stands his ground and swings across the line to use the pace"
3.3,"Archer to de Kock, FOUR runs","past Rajpoot's dive at fine leg. 150.4kph, short of a good length and down leg side. QDK has a slash at it and it's dipping rapidly on Rajpoot to his left. He puts in a dive but can't get a hand on it. Jofra thinks that was easier than it looked"
3.2,"Archer to de Kock, no run","cops that on the body as it lifts past the outside edge on his attempted glance. 145kph that, good length and on a middle stump line"
3.1,"Archer to Rohit Sharma, 1 run","full and just outside off, driven to cover's right and a fumble from him. Looks like Curran got an awkward bounce"
2.6,"Rajpoot to de Kock, no run",good length and tucking him up in the corridor. Mistimed punch into the covers
2.5,"Rajpoot to de Kock, FOUR runs","gently lifts it over short fine. Full slower ball just outside off, and QDK is moving almost slow-mo. Nicely into the off side, eyes on it the whole time and a little scoop for the four"
2.4,"Rajpoot to Rohit Sharma, 1 run","good length at the stumps, tucked to deep square leg off the back foot"
2.3,"Rajpoot to Rohit Sharma, FOUR runs","slashed to sweeper's left. Not saving that, third man or not. Short outside off, waits on it again and cuts late"
2.2,"Rajpoot to Rohit Sharma, SIX runs","lofted over the long-off boundary. He's taking to Rajpoot's pace here. Full and just outside off, no movement. Sliding nicely on for him to go through the line after offering the full face"
2.1,"Rajpoot to Rohit Sharma, no run","full and just outside off, well forward to defend into the covers"
1.6,"Gopal to Rohit Sharma, 1 run",good length and turning into leg stump. Clipped to deep midwicket off the back foot
1.5,"Gopal to de Kock, 1 run",under-edge into the off side as this front-of-the-hand quicker one stays low and goes across him. He was looking to cut
1.4,"Gopal to de Kock, no run","full googly outside off, back down the pitch off the lead edge as he closes the face on it"
1.3,"Gopal to Rohit Sharma, 1 run",good length and sliding in at the corridor. Punched to long-off's left off the back foot
1.2,"Gopal to Rohit Sharma, no run","short and wide outside off, turning away from him as he cuts straight to cover point"
1.1,"Gopal to de Kock, 1 run","full on off stump, flicked to deep midwicket"
0.6,"Rajpoot to Rohit Sharma, FOUR runs",carved between point and short third. More and more teams are now putting a sweeper out and having third man inside. Short of a good length from Rajpoot and quite wide outside off. Rohit allows that on and picks up some easy runs
0.5,"Rajpoot to Rohit Sharma, no run",good length and wide awayswinger. Slashes at that and is beaten
0.4,"Rajpoot to Rohit Sharma, no run",good length outswinger from off stump. Closes the face on that as he defends into the covers off the leading edge
0.3,"Rajpoot to de Kock, 1 run","full and in at the pads, tucked through vacant square leg"
0.2,"Rajpoot to de Kock, no run","good length and just outside off, chopped to backward point"
0.2,"Rajpoot to de Kock, 1 wide","full and swung down leg side, beaten on the flick"
0.1,"Rajpoot to de Kock, FOUR runs","past mid-off. Full and floaty, just outside off. Leans into that with almost no feet, but he's right on top of it to pat it past his partner"
19.6,"Patel to Saini, 1 run","short ball, into his body, the inside edge gets them a single"
19.5,"Patel to Saini, no run","slower short ball outside off, and Pant gets his body behind this take as it reaches him on a half-volley"
19.5,"Patel to Chahal, 2 wide","wide down the leg side, and Pant can't make a clean collection as it falls short and wide of him"
19.4,"Patel to Saini, 1 run","makes room, swings hard, gets a thick edge to third man"
19.3,"Patel to Saini, no run","quicker ball, cramps him up. Dot"
19.2,"Patel to Saini, FOUR runs","Saini getting his own back. He dishes out beamers and bouncers, but is courageous enough to take it when it is thrown at him. Now he gets under a slower ball and lofts it over mid-off"
19.1,"Patel to Saini, 2 runs","slower short ball, cut square of third man for two"
18.6,"Nortje to Siraj, OUT","full and straight, Siraj is off the cut strip trying to make room. He hits the base of the middle stump"
18.5,"Nortje to Siraj, no run","short ball, follows him as he backs away. Draws a dot"
18.4,"Nortje to Siraj, FOUR runs","low full toss, on off, and he does well to make room and squeeze this past point for four"
18.3,"Nortje to Saini, 1 run","on a length, quick, outside off, runs off the outer half of the bat for a single"
18.2,"Nortje to Saini, no run","full toss outside off, yorker gone wrong. Hit to mid-off"
18.1,"Nortje to Siraj, 1 run",backs away to hit this to deep cover for one
17.6,"Rabada to Saini, no run","looks for the five-for with a full straight ball, but Saini defends it well"
17.5,"Rabada to Saini, no run","short of a length, Saini has no plans of getting behind the line, and Rabada follows him. Beats him"
17.4,"Rabada to Saini, 2 runs","low full toss, nearly a yorker, kept out"
17.3,"Rabada to Udana, OUT","slower ball to Udana, not to Saini. And he gets a top edge as he backs away. Taken at extra cover"
17.2,"Rabada to Saini, 1 run","bouncer. Tewatia's, Rashid's, Stoinis's, everyone's revenge will be taken by your Rabada. Mean bouncer, he throws up his hands to protect his face"
17.1,"Rabada to Dubey, OUT","straight quick length ball. Bude swings in Abu Dhabi, Rabada hits the wicket in Dubai. This is becoming a huge NRR blip for RCB. Oh hang on. We are checking if DC had four inside the circle. Ashwin might be the culprit here. Did he charge in enough to be inside the circle when the ball is delivered? Ashwin is fielding at midwicket. Just outside the circle with Rabada three steps from bowling. Now we get a new angle, and Ashwin is on the line when Rabada releases the ball. So this shouldn't be a no-ball. fair delivery. Dube stays out"
16.6,"Nortje to Udana, no run","bouncer, quick, 146ks, and Udana can't lay bat on ball"
16.5,"Nortje to Dubey, 1 leg bye","quick yorker, 143ks, at his toes, just the one leg-bye"
