match_no,batting_team,batting_side,overs,runs,"bowler_to_batsman, runs",commentary
8,PAK,2,8.1,1,"Chahal to Zaman, 1 run","dances down the ground, doesn't get close to teh pitch and is fortunate to get an edge to the onside. Or he would have been stumped"
8,PAK,2,8.2,1,"Chahal to Rizwan, 1 run","smited though square leg, where the fielder collects on the bounce"
8,PAK,2,8.3,4,"Chahal to Zaman, FOUR runs",opens up the offside by stepping away and carving over extra cover for four. Created his own room and length once more
8,PAK,2,8.4,W,"Chahal to Zaman, OUT","tried to take him on down the ground, and holes out straight to long-on. Slowed the pace of the ball down, and Fakhar just couldn't get the power and elevation to beat Kohli's safe pair of hands"
8,PAK,2,8.5,0,"Chahal to Nawaz, no run",spinning back into his pads
8,PAK,2,8.6,4,"Chahal to Nawaz, FOUR runs",opens the face and runs it past short third man to get himself a boundary
8,PAK,2,9.1,1,"Hardik to Rizwan, 1 run",opens the face and gets a single through the offside
8,PAK,2,9.2,6,"Hardik to Nawaz, SIX runs","length ball that Nawaz crunches over long-off for a big six. He caught that clean out of the middle, and followed through the line nicely. Fairly clear what his role is here"
8,PAK,2,9.3,0,"Hardik to Nawaz, no run",Pandya responds with a bouncer and a glare
8,PAK,2,9.4,1,"Hardik to Nawaz, 1 run","another short ball, one that Nawaz pulls away to midwicket for a single"
8,PAK,2,9.5,0,"Hardik to Rizwan, no run","goes for the bouncer again. Looked a touch high, but the umpires deem it not to be a wide"
8,PAK,2,9.6,1,"Hardik to Rizwan, 1 run","eased into the onside for a single to keep the strike. India in control at the halfway mark, and Hemant is raring to go."
8,PAK,2,10.1,6,"Chahal to Rizwan, SIX runs","starts the over with a juicy full toss around off. Rizwan moves across, bends his back leg and smashes it over deep midwicket"
8,PAK,2,10.2,0,"Chahal to Rizwan, no run","length outside off, goes for the cut but ends up hitting it towards point"
8,PAK,2,10.3,1,"Chahal to Rizwan, 1 run","length outside off, chopped towards covers for one"
8,PAK,2,10.4,1,"Chahal to Nawaz, 1 run","length ball on the stumps, spinning back a touch to cramp the batter. Backs away slightly and punches it behind point"
8,PAK,2,10.5,2,"Chahal to Rizwan, 2 runs","full around off, moves across and flicks it towards deep midwicket. The call is for two and Nawaz sprints back to make it comfortably"
8,PAK,2,10.6,0,"Chahal to Rizwan, no run","length outside off, chopped towards point"
8,PAK,2,11.1,1,"Ravi Bishnoi to Nawaz, 1 run","length outside off, sliding away. Cuts it towards sweeper cover"
8,PAK,2,11.2,1,"Ravi Bishnoi to Rizwan, 1 run","dragged short, down the leg side but Rizwan misses out. Mistimes the pulls towards short fine leg. Only a single"
8,PAK,2,11.3,6,"Ravi Bishnoi to Nawaz, SIX runs","a length ball around off, was sliding away but Nawaz goes for the slog sweep and clears the deep midwicket fielder for a 76-metre six"
8,PAK,2,11.4,1,"Ravi Bishnoi to Nawaz, 1 run","length ball around off, steers it towards point and sets off. Rizwan puts in the dive at the keeper's end to beat the throw"
8,PAK,2,11.5,0,"Ravi Bishnoi to Rizwan, no run","a slider, hurries onto the batter. Rizwan was first looking to come forward and then decides to flick it but misses and gets hit on the pads. Was heading down"
8,PAK,2,11.6,1,"Ravi Bishnoi to Rizwan, 1 run",slightly fuller than good length. Drags the sweep towards deep square leg
8,PAK,2,12.1,2,"Arshdeep Singh to Rizwan, 2 runs","goes for the yorker but ends up bowling a low full toss on the stumps. Rizwan was looking to work it on the leg side, gets a leading edge to the right of Rohit at extra cover. Kohli from mid-off cuts it off but cannot stop the second run"
8,PAK,2,12.2,2,"Arshdeep Singh to Rizwan, 2 runs","fifty for Rizwan, 100 up for Pakistan. Full around off, hits it over extra cover for a couple"
8,PAK,2,12.3,1,"Arshdeep Singh to Rizwan, 1 run","a full toss around off, Rizwan flicks it towards deep midwicket for one"
8,PAK,2,12.4,4,"Arshdeep Singh to Nawaz, FOUR runs","Arshdeep once again misses his yorker. This time ends up landing it on the slot, around off. Nawaz smashes it between the non-striker and stumps for four"
8,PAK,2,12.5,1lb,"Arshdeep Singh to Nawaz, 1 leg bye",finally nails the yorker. Was tailing in towards the leg stump. Nawaz looks to dig it out towards the leg side but misses and is hit on the back leg. An appeal for lbw but not given. The ball-tracking shows it was going down
8,PAK,2,12.6,1,"Arshdeep Singh to Rizwan, 1 run","another almost yorker. Rizwan digs it out towards short midwicket and sets off. Arshdeep fields the ball himself and nails the direct hit at the non-striker's end. Rizwan puts in the dive and is well in. Despite all the issue with his knee/leg, he was up in a jiffy and was looking for an overthrow. Not here though"
8,PAK,2,13.1,2,"Hardik to Rizwan, 2 runs","121kph, a slower length ball following the batter who was moving towards the leg side. Rizwan places it towards midwicket and sprints back for the second"
8,PAK,2,13.2,1,"Hardik to Rizwan, 1 run","length ball on the stumps, backs away and pulls it towards deep square leg"
8,PAK,2,13.3,4,"Hardik to Nawaz, FOUR runs",full outside off and Nawaz is hurting India here. Smashes it over covers for four. Moves to 28 off just 12 balls
8,PAK,2,13.4,0,"Hardik to Nawaz, no run","a slower length ball in the channel, Nawaz fails to spot it and ends up playing early. Was looking to smash it over extra cover but doesn't connect"
8,PAK,2,13.5,4,"Hardik to Nawaz, FOUR runs","Pandya goes for the yorker but it's all going Pakistan's way at the moment. Nawaz goes for the pull, is slightly late on it but the top edge sails over Pant for four more"
8,PAK,2,13.6,1,"Hardik to Nawaz, 1 run","a length ball around off, 129kph. Nawaz flat-bats it towards long-off where Hooda fumbles. It doesn't result in an extra run though"
8,PAK,2,14.1,4,"Chahal to Nawaz, FOUR runs","tosses it up on the stumps, Nawaz goes for the slog sweep and hits it to the right of the deep square leg fielder"
8,PAK,2,14.2,4,"Chahal to Nawaz, FOUR runs","another tossed up delivery but this is down the leg side. Nawaz sweeps it fine on this occasions, all along the ground to the fine leg boundary. This one was a googly"
8,PAK,2,14.3,1,"Chahal to Nawaz, 1 run",74kph. A length ball on the stumps. A reverse sweep in almost slow motion to pick up a single to short third
8,PAK,2,14.4,4,"Chahal to Rizwan, FOUR runs","length outside off. Plenty of room. Rizwan rocks back and cuts it to the right of the backward point fielder, who can only watch it go to the boundary"
8,PAK,2,14.5,2,"Chahal to Rizwan, 2 runs","length ball outside off, 75kph. Rizwan pulls it towards wide long-on and sprints back for the second"
8,PAK,2,14.6,1,"Chahal to Rizwan, 1 run","length outside off, Rizwan goes down on one knee and drags it towards deep midwicket"
8,PAK,2,15.1,1,"Bhuvneshwar to Rizwan, 1 run","length, wide outside off. Cuts it towards sweeper cover"
8,PAK,2,15.2,0,"Bhuvneshwar to Nawaz, no run","a slower ball banged into the wicket, and angling across. 121kph. Nawaz was early into the pull and misses"
8,PAK,2,15.3,W,"Bhuvneshwar to Nawaz, OUT","Bhuvi strikes. Short of length around off, rolled his fingers over it. Nawaz looks to go over long-off but it bounces a little extra and Hooda pouches it calmly at the boundary"
8,PAK,2,15.4,1,"Bhuvneshwar to Khushdil, 1 run","length outside off, pushed towards point to get off the mark"
8,PAK,2,15.5,0,"Bhuvneshwar to Rizwan, no run","length ball around off, was looking to work it towards leg side but ends up pushing it back towards the bowler"
8,PAK,2,15.6,2,"Bhuvneshwar to Rizwan, 2 runs","length outside off, a superb short arm jab towards deep midwicket. Hooda runs to his right from long-on, puts in the dive and flicks it back. Axar from deep midwicket tidies it up"
8,PAK,2,16.1,1,"Hardik to Khushdil, 1 run","length ball around off, a slower one. Steered towards cover"
8,PAK,2,16.2,4,"Hardik to Rizwan, FOUR runs","short of length outside off, moves across and smashes it in front of square leg for four"
8,PAK,2,16.3,2,"Hardik to Rizwan, 2 runs","full outside off, moves across but mistimes it towards wide long-on, off the inner half. But that allows him to come back for the second"
8,PAK,2,16.4,0,"Hardik to Rizwan, no run",length ball Rizwan moves across early. Hardik bowls it wide outside off and Rizwan fails to connect the drag-pull
8,PAK,2,16.5,1w,"Hardik to Rizwan, 1 wide",length and Hardik goes even wider this time but Rizwan didn't move across much on this occasion. Leaves it alone and picks up a wide
8,PAK,2,16.5,W,"Hardik to Rizwan, OUT","full, well outside off. Rizwan lofts it towards long-off but Hardik rolled his fingers over it, 129kph. That meant he didn't get the required distance on it despite middling it. Surya gobbles it up"
8,PAK,2,16.6,1,"Hardik to Khushdil, 1 run","length ball around off, pushes it to the right of short midwicket and sets off. Bishnoi charges in and underarms it towards the stumps. He misses; Khushdil was not even in the frame"
8,PAK,2,17.1,1w,"Ravi Bishnoi to Khushdil, 1 wide","dragged short and sliding wide outside off, goes for the cut but misses. It's a wide though"
8,PAK,2,17.1,0,"Ravi Bishnoi to Khushdil, no run","length outside off, goes for the cut but misses"
8,PAK,2,17.2,1,"Ravi Bishnoi to Khushdil, 1 run","length outside off, steered to the right of backward point"
8,PAK,2,17.3,1w,"Ravi Bishnoi to Asif Ali, 1 wide","dragged short but down sliding down the leg side. Misses the pull but misses. It's been called a wide but India want to review this. There's a slight murmur as the ball passes the bat/glove but don't think it's enough to overturn the on-field decision. The third umpire is taking his time, looking at it from all angles. Split screen now. He is checking visuals as well as UltraEdge. And he asks the on-field umpire to stay with his not-out call"
8,PAK,2,17.3,0,"Ravi Bishnoi to Asif Ali, no run","dropped. Full outside off, Asif Ali goes for the slog sweep but ends up top-edging it towards short third. It's a dolly but think Arshdeep took a touch casually and grassed it"
8,PAK,2,17.4,1w,"Ravi Bishnoi to Asif Ali, 1 wide","slider, dragged down. Asif Ali misses the pull but it's another wide"
8,PAK,2,17.4,1,"Ravi Bishnoi to Asif Ali, 1 run","length ball around off, goes back and opens the face of the bat to steer it behind point"
8,PAK,2,17.5,2,"Ravi Bishnoi to Khushdil, 2 runs","full around off, flicked towards midwicket and they come back for the second"
8,PAK,2,17.6,1,"Ravi Bishnoi to Khushdil, 1 run","full on the stumps, clears his front leg and hits it towards deep midwicket, along the ground. Hardik charges in and throws it to the keeper to restrict it to one"
8,PAK,2,18.1,1w,"Bhuvneshwar to Khushdil, 1 wide",starts with a bouncer but it's way down the leg side. Khushdil was moving towards the off side and lets it go
8,PAK,2,18.1,1,"Bhuvneshwar to Khushdil, 1 run","full outside off, in the blockhole. Digs it out towards long-on"
8,PAK,2,18.2,6,"Bhuvneshwar to Asif Ali, SIX runs","Asif Ali! A length ball around off, was a legcutter. Asif Ali goes deep and towards the off side and smashes it 92 metres over long-on"
8,PAK,2,18.3,1w,"Bhuvneshwar to Asif Ali, 1 wide",another slower one. Asif Ali moves across again and looks to smash it through the off side. Misses but this has been called a wide. A touch harsh and Bhuvi isn't happy
8,PAK,2,18.3,1,"Bhuvneshwar to Asif Ali, 1 run","another slower one. A legcutter. Length outside off, Asif Ali looks to hit it towards extra cover but toe-ends it towards short third. Chahal is very fine there and stops it"
8,PAK,2,18.4,4,"Bhuvneshwar to Khushdil, FOUR runs","a bouncer and Khushdil goes for the pull. Gets a top edge and gets it to behind deep square square leg, just to the left of the fielder. One bounce and over the boundary line"
8,PAK,2,18.5,1,"Bhuvneshwar to Khushdil, 1 run","a yorker outside off, digs it out towards long-off"
8,PAK,2,18.6,4,"Bhuvneshwar to Asif Ali, FOUR runs","length outside off, Asif Ali goes over extra cover. And it just dribbles between Surya, the long-off, and Axar, the sweeper cover, for four"
8,PAK,2,19.1,1,"Arshdeep Singh to Khushdil, 1 run",nails the yorker. Khushdil inside edges it onto his toes as he looks to dig it out. The ball rolls towards covers for one
8,PAK,2,19.2,4,"Arshdeep Singh to Asif Ali, FOUR runs","a yorker gone wrong. A low full toss around off, Asif had already moved towards the off side and hits it straight over the bowler's head, bisecting long-off and long-on"
8,PAK,2,19.3,0,"Arshdeep Singh to Asif Ali, no run","full around off, hits it towards extra cover. A dot"
8,PAK,2,19.4,W,"Arshdeep Singh to Asif Ali, OUT","given lbw, Pakistan surely have to review this. And they do. Was a yorker on the middle stump. Asif was moving across and looks to flick. Misses it and is hit on the front shoe. And he is so deep in his crease. No bat involved and the rest is just a formality. Was hitting middle and off"
8,PAK,2,19.5,2,"Arshdeep Singh to Iftikhar, 2 runs",Iftikhar seals it for Pakistan. Arshdeep misses his yorker again and ends up bowling a full toss around off. Iftikhar hits it down the ground. Hooda cuts it off from long-on but slips as he is about to throw it. A weak throw means Khushdil makes it back comfortably
8,INDIA,1,0.1,0,"Naseem Shah to Rahul, no run","length ball just outside off, defended into the offside"
8,INDIA,1,0.2,1,"Naseem Shah to Rahul, 1 run","short and wide, slashed away to third man. No sign of movement yet"
